ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
6,centralized,5,smoc3,67.694,0,5628,7884,12524,7780,2435
6,centralized,5,smoc4,68.254,4584,4672,17848,19996,8312,2436
6,centralized,5,smoc5,68.134,3488,2468,0,9896,7920,2442
6,centralized,5,smoc6,67.709,3652,4416,18240,18856,7216,2435
6,centralized,5,smoc7,23.401,5596,1548,11136,11716,5980,2439
6,centralized,6,smoc1,66.651,4508,3140,12648,12180,6928,2436
6,centralized,6,smoc2,66.599,4516,1772,4176,15136,6336,2437
6,centralized,6,smoc3,66.6,1332,3784,4796,10620,5964,2436
6,centralized,6,smoc4,66.151,4572,4296,17044,15264,8072,2434
6,centralized,6,smoc5,66.62,4576,1668,0,8844,7532,2441
6,centralized,6,smoc6,66.356,272,5332,4828,14796,8032,2439
6,centralized,6,smoc7,22.129,5584,1028,11792,8740,4768,2436
6,centralized,7,smoc1,68.302,2756,4568,4532,17244,8960,2437
6,centralized,7,smoc2,67.124,3660,1892,13492,10292,5832,2435
6,centralized,7,smoc3,68.132,2204,4128,6856,10816,6452,2438
6,centralized,7,smoc4,66.853,0,4592,7636,13624,6948,2435
6,centralized,7,smoc5,67.886,4428,1440,18340,12384,6252,2434
6,centralized,7,smoc6,67.507,3128,4088,13244,15444,6832,2437
6,centralized,7,smoc7,22.408,2028,2068,8220,5700,692,2435
6,centralized,8,smoc1,68.874,4516,4240,0,13120,6800,2439
6,centralized,8,smoc2,68.584,4528,3824,9172,11836,6340,2435
6,centralized,8,smoc3,68.388,4800,4524,7968,17308,7072,2438
6,centralized,8,smoc4,69.234,4752,1784,15124,16232,6296,2436
6,centralized,8,smoc5,69.312,3888,4352,15028,15932,8236,2435
6,centralized,8,smoc6,68.921,4644,3896,380,14796,8940,2440
6,centralized,8,smoc7,21.618,5596,1028,8036,8912,4188,2436
6,centralized,9,smoc1,65.775,268,5240,2524,11016,5836,2435
