ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
6,conventional,9,smoc4,74.889,4288,-2772,12248,828,5632,2442
6,conventional,9,smoc5,74.196,2908,-3552,15348,7900,4808,2438
6,conventional,9,smoc6,74.95,6960,2048,16460,20784,8428,2443
6,conventional,9,smoc7,32.518,6892,-44,9172,-312,5416,2438
6,conventional,10,smoc1,73.206,7284,0,17752,14920,8292,2439
6,conventional,10,smoc2,73.212,7924,872,26752,16596,8908,2436
6,conventional,10,smoc3,73.379,6860,1336,17368,12512,9696,2435
6,conventional,10,smoc4,73.297,2376,-4584,4692,-2828,3496,2442
6,conventional,10,smoc5,72.247,17712,13076,22768,13772,19772,2447
6,conventional,10,smoc6,71.907,8224,1536,25408,18744,9896,2435
6,conventional,10,smoc7,28.761,6164,756,13188,10172,5728,2437
8,conventional,1,smoc1,108.347,5876,916,20868,10532,7236,2439
8,conventional,1,smoc2,109.748,7052,2048,26260,18156,8744,2437
8,conventional,1,smoc3,109.213,7964,2048,27028,15324,8940,2439
8,conventional,1,smoc4,108.371,9280,3932,24668,16876,10888,2439
8,conventional,1,smoc5,108.852,8636,3632,22808,13996,10396,2437
8,conventional,1,smoc6,109.925,7052,2048,13768,15724,9008,2441
8,conventional,1,smoc7,108.198,9220,4388,22128,15348,11348,2438
8,conventional,1,smoc8,108.56,3660,-1172,21368,11612,6044,2438
8,conventional,1,smoc9,36.78,10424,6300,19920,11752,11076,2440
8,conventional,2,smoc1,104.647,6952,2048,26368,15856,8552,2437
8,conventional,2,smoc2,103.33,8556,2696,28060,16868,9524,2438
8,conventional,2,smoc3,105.58,9648,4504,28828,19520,11204,2439
8,conventional,2,smoc4,104.812,8136,2276,28332,18116,9040,2437
8,conventional,2,smoc5,103.137,6696,2048,21356,12072,8500,2438
8,conventional,2,smoc6,104.765,7196,2048,24716,14476,8576,2438
8,conventional,2,smoc7,102.027,9124,3264,25528,15848,10092,2437
8,conventional,2,smoc8,104.141,6944,2048,24452,17512,8944,2437
8,conventional,2,smoc9,36.198,2768,-3060,9672,7100,1980,2437
