ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
12,centralized,9,smoc1,35.424,11072,10040,61320,66940,58148,4082
12,centralized,9,smoc2,33.956,11068,8160,58332,63088,47212,4074
12,centralized,9,smoc3,32.586,6408,6904,73500,80544,58984,4085
12,centralized,9,smoc4,33.294,4496,7556,76504,83252,39400,4082
12,centralized,9,smoc5,34.378,11048,10572,65736,74544,61904,4074
12,centralized,9,smoc6,31.537,5836,7292,71900,82364,44348,4081
12,centralized,9,smoc7,32.333,9348,7132,80540,84392,51852,4086
12,centralized,9,smoc8,31.905,5724,5480,77152,81452,63072,4084
12,centralized,9,smoc9,34.336,8524,9340,63948,83340,63592,4084
12,centralized,9,smoc10,32.359,10764,7192,63244,76996,54740,4080
12,centralized,9,smoc11,32.543,8644,8812,16516,24304,24384,4091
12,centralized,9,smoc12,32.32,8404,7016,77216,82436,59416,4087
12,centralized,9,smoc13,6.182,4480,1620,53944,52732,49868,4089
12,centralized,10,smoc1,28.849,11848,9020,81504,83608,50544,4075
12,centralized,10,smoc2,33.293,11300,10572,81172,87256,56448,4076
12,centralized,10,smoc3,30.162,6712,6736,73512,79864,54476,4088
12,centralized,10,smoc4,33.209,5984,7116,76540,80096,53760,4083
12,centralized,10,smoc5,31.229,4212,6092,47632,66660,65160,4078
12,centralized,10,smoc6,34.089,1136,9440,61652,81744,67100,4083
12,centralized,10,smoc7,33.127,8788,6912,62312,64620,57960,4075
12,centralized,10,smoc8,31.387,7796,7820,11468,13992,10288,4072
12,centralized,10,smoc9,33.115,10432,6672,80460,78560,62780,4087
12,centralized,10,smoc10,32.639,5816,9492,15048,21676,17236,4074
12,centralized,10,smoc11,33.272,9372,9788,26952,28136,34692,4084
12,centralized,10,smoc12,33.137,11068,7828,72760,82192,48648,4081
12,centralized,10,smoc13,5.836,8000,644,78256,71044,71220,4080
8,distributed,1,smoc1,21.3,6912,6800,72584,83336,71220,4085
8,distributed,1,smoc2,22.717,5416,9492,64344,74024,67388,4084
8,distributed,1,smoc3,22.326,9444,6228,79692,88356,75460,4089
8,distributed,1,smoc4,21.589,5380,6932,14000,27316,20440,4093
8,distributed,1,smoc5,21.087,6672,9276,103296,109072,89236,4076
8,distributed,1,smoc6,21.645,9272,9116,75368,88088,65180,4084
8,distributed,1,smoc7,21.168,13892,12476,77840,82388,67292,4080
8,distributed,1,smoc8,21.806,6472,9288,37292,40964,41820,4073
8,distributed,1,smoc9,6.575,8400,4076,66872,64032,66992,4092
